2,RotationProject,FALSE,24.3658358,em_model
2,RotationProject,FALSE,35.5146956,em_model
2,RotationProject,FALSE,38.2016532,em_model
2,RotationProject,FALSE,40.8333147,em_model
2,RotationProject,FALSE,70.2922057,em_model
2,RotationProject,FALSE,19.8796294,em_model 2
2,RotationProject,FALSE,31.2540782,em_model 2
2,RotationProject,FALSE,46.1798608,em_model 2
2,RotationProject,FALSE,49.6736793,em_model 2
2,RotationProject,FALSE,62.8857937,em_model 2
2,RotationProject,TRUE,4.537421,em_model 3
2,RotationProject,FALSE,4.7740279,noah_model
2,RotationProject,FALSE,19.8101881,noah_model
2,RotationProject,FALSE,22.9010977,noah_model
2,RotationProject,FALSE,25.1702055,noah_model
2,RotationProject,FALSE,28.6787725,noah_model
2,RotationProject,FALSE,31.9225596,noah_model
2,RotationProject,FALSE,57.5107967,noah_model
2,RotationProject,FALSE,63.2056729,noah_model
2,RotationProject,FALSE,85.7174758,noah_model
2,RotationProject,TRUE,93.0126938,noah_model
2,RotationProject,FALSE,3.8696871,noah_model 2
2,RotationProject,FALSE,9.3405818,noah_model 2
2,RotationProject,TRUE,15.6900347,noah_model 2
2,RotationProject,FALSE,5.3872799,sean_model
2,RotationProject,TRUE,9.7170722,sean_model
2,RotationProject,TRUE,8.5057192,sean_model 2
2,RotationProject,FALSE,8.8944964,sean_model 3
2,RotationProject,FALSE,12.2070888,sean_model 3
2,RotationProject,FALSE,14.63025,sean_model 3
2,RotationProject,TRUE,20.4086163,sean_model 3
2,RotationProject,TRUE,32.4237446,asher_model
2,RotationProject,FALSE,23.7768061,asher_model 2
2,RotationProject,TRUE,33.4956415,asher_model 2
